N,P,K,temperature,humidity,ph,rainfall,Soil_OC,label
63.0,44.0,41.0,24.17298839,83.7287574,5.583370042,257.0343554,0.9496861235869124,rice
62.0,42.0,36.0,22.78133816,82.06719137,6.430010215,248.7183228,0.9938466579995412,rice
64.0,45.0,43.0,25.62980105,83.52842314,5.534878156,209.9001977,0.957136828118997,rice
83.0,60.0,36.0,25.59704938,80.14509262,6.903985986,200.834898,1.1184351717611758,rice
82.0,40.0,40.0,23.83067496,84.81360127,6.271478837999999,298.5601175,1.089889630441071,rice
85.0,52.0,45.0,26.31355498,82.36698992,7.224285503,265.5355937,1.0021478009632572,rice
91.0,35.0,38.0,24.8972823,80.52586088,6.13428721,183.6793207,1.138015579160529,rice
76.0,49.0,42.0,24.958779,84.47963372,5.206373153,196.95600080000003,1.0139361229040214,rice
74.0,39.0,38.0,23.24113501,84.59201843,7.782051312999999,233.0453455,1.1457122226218917,rice
79.0,43.0,39.0,21.66628296,80.70960551,7.062779015,210.8142087,1.1243618289568462,rice
88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,253.7202781,1.0036959844637263,rice
60.0,36.0,43.0,23.43121862,83.06310136,5.286203711000001,219.9048349,0.9324083969394794,rice
76.0,60.0,39.0,20.0454142,80.3477562,6.766240045,208.5810155,1.0214917719583685,rice
93.0,56.0,42.0,23.85724032,82.22572988,7.382762603,195.0948311,1.1623077999694045,rice
65.0,60.0,43.0,21.97199397,81.89918197,5.658169482000001,227.3637009,1.0111676288840867,rice
95.0,52.0,36.0,26.22916897,83.83625819,5.543360237999999,286.5083725,1.353099952249595,rice
75.0,38.0,39.0,23.44676801,84.79352417,6.215109715,283.9338466,1.1431280119116198,rice
74.0,54.0,38.0,25.65553461,83.47021081,7.120272972,217.3788583,0.956078247677736,rice
91.0,36.0,45.0,24.44345477,82.45432595,5.950647577000001,267.97619480000003,1.1790787624148786,rice
71.0,46.0,40.0,20.2801937,82.1235421,7.236705436,191.9535738,1.0431263431403563,rice
99.0,55.0,35.0,21.7238313,80.2389895,6.501697816,277.9626192,1.387554512712236,rice
72.0,40.0,38.0,20.41447029,82.20802629,7.592490617,245.1511304,0.972082576215471,rice
83.0,58.0,45.0,25.75528612,83.51827127,5.875345751,245.6626799,1.1114341023336185,rice
93.0,58.0,38.0,20.61521424,83.77345559,6.932400225,279.5451717,1.1193665025993973,rice
70.0,36.0,42.0,21.84106875,80.72886384,6.9462098810000015,202.3838319,0.8803793375919329,rice
76.0,47.0,42.0,20.08369642,83.29114712,5.739175027000001,263.6372176,1.14125258223942,rice
99.0,41.0,36.0,24.45802087,82.74835604,6.738652179,182.5616319,1.425624002857082,rice
99.0,54.0,37.0,21.14347496,80.33502926,5.5948196260000005,198.6730942,1.2827989878419666,rice
86.0,59.0,35.0,25.78720567,82.11124033,6.946636369,243.5120414,1.2603532897892025,rice
69.0,46.0,41.0,23.64124821,80.28597873,5.012139669,263.1103304,1.0261636025047634,rice
91.0,56.0,37.0,23.43191632,80.56887849,6.363472207999999,269.5039162,1.1454880245394876,rice
61.0,52.0,41.0,24.97669518,83.891805,6.880431223,204.8001847,0.9461395605508414,rice
67.0,45.0,38.0,22.72791041,82.17068809999998,7.300410836,260.8875056,1.123803656646597,rice
79.0,42.0,37.0,24.87300744,82.84022551,6.587918707999999,295.6094492000001,1.086417396089005,rice
78.0,43.0,42.0,21.32376327,83.00320459,7.283736617000001,192.3197536,1.2364643655814007,rice
75.0,54.0,36.0,26.29465461,84.56919326,7.023936392,257.4914906,0.7880254895910255,rice
97.0,36.0,45.0,22.2286982,81.85872947,6.939083505,278.0791793,1.3521902504375225,rice
67.0,47.0,44.0,26.73072391,81.78596776,7.868474653,280.4044392,0.9787047068238172,rice
73.0,35.0,38.0,24.88921174,81.97927117,5.005306977,185.9461429,1.0000992649534133,rice
77.0,36.0,37.0,26.88444878,81.46033732,6.136131869,194.5766559,1.0791760776535502,rice
81.0,41.0,38.0,22.67846116,83.72874389,7.5240800760000015,200.9133156,0.9112431085399108,rice
68.0,57.0,43.0,26.08867875,80.37979919,5.706943251,182.9043504,0.9580328112162488,rice
72.0,45.0,35.0,25.42977518,82.94682591,5.758506323,195.3574542,1.0557112571511746,rice
61.0,53.0,43.0,26.40323239,81.05635517,6.349606327,223.3671883,1.0577894044741516,rice
67.0,43.0,39.0,26.04371967,84.96907151,5.9999690260000005,186.7536773,0.9181729781726352,rice
67.0,58.0,39.0,25.2827223,80.54372813,5.453592032,220.1156708,0.8891506397106812,rice
66.0,60.0,38.0,22.08576562,83.47038318,6.372576327000001,231.7364957,0.9098242956415464,rice
82.0,43.0,38.0,23.28617173,81.43321641,5.105588355,242.3170629,1.2115402117702074,rice
84.0,50.0,44.0,25.48591986,81.40633547,5.9353444060000005,182.6549356,1.1728751109659683,rice
81.0,53.0,42.0,23.67575393,81.03569343,5.17782304,233.7034975,1.057023979623296,rice
91.0,50.0,40.0,20.82477109,84.1341879,6.462391607000001,230.22422230000004,1.2613267433113355,rice
93.0,53.0,38.0,26.92995077,81.91411159,7.069172227,290.67937830000005,1.239707754934804,rice
90.0,44.0,38.0,23.83509503,83.88387074,7.473134377,241.20135130000003,1.296864499053289,rice
81.0,45.0,35.0,26.52872817,80.12267476,6.158376967000001,218.9163567,1.0397946906122648,rice
78.0,40.0,38.0,26.46428311,83.85642678,7.549873681,248.2256491,1.0472337853402232,rice
60.0,51.0,36.0,22.69657794,82.81088865,6.028321557999999,256.9964761,0.8607891846867842,rice
88.0,46.0,42.0,22.68319059,83.46358271,6.604993475,194.2651719,1.033648505186788,rice
93.0,47.0,37.0,21.53346343,82.14004101,6.500343222000001,295.9248796,1.2596120277064575,rice
60.0,55.0,45.0,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,0.9261055272179888,rice
78.0,35.0,44.0,26.54348085,84.67353597,7.072655622,183.6222657,1.080511345664246,rice
65.0,37.0,40.0,23.35905428,83.59512273,5.333322606,188.413665,0.9265412866624854,rice
71.0,54.0,16.0,22.61359953,63.69070564,5.7499144210000015,87.75953857,0.8684629257949585,maize
61.0,44.0,17.0,26.10018422,71.57476937,6.931756557999999,102.2662445,0.8679354677234641,maize
80.0,43.0,16.0,23.55882094,71.59351368,6.657964753,66.71995467,1.0657285483473231,maize
73.0,58.0,21.0,19.97215954,57.68272924,6.596060648,60.65171481,0.949772273077838,maize
61.0,38.0,20.0,18.47891261,62.69503871,5.970458434,65.43835393,0.8938714288333991,maize
68.0,41.0,16.0,21.77689322,57.80840636,6.158830619,102.0861694,1.020405085681454,maize
93.0,41.0,17.0,25.6217169,66.50415474,6.047906679,105.4654703,1.418618590121053,maize
89.0,60.0,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,1.207457781283184,maize
76.0,44.0,17.0,20.41683147,62.55424820000001,5.855442401,65.27798457,1.0857550390722763,maize
67.0,60.0,25.0,24.92162194,66.78627406,5.750254943,109.2162279,0.9625554084233834,maize
70.0,44.0,19.0,23.31689124,73.4541537,5.852607099,94.29712821,0.8081228784700958,maize
90.0,49.0,21.0,24.84016732,68.3584573,6.4725232870000005,74.05474936,1.1973486124550785,maize
62.0,52.0,16.0,22.27526694,58.84015925,6.9670577620000005,63.87020584,0.9260230209941026,maize
92.0,44.0,16.0,18.87751445,65.76816093,6.082973754,94.76189431,1.4663242112485286,maize
66.0,54.0,21.0,25.19008683,60.200168700000006,5.919045532,72.12375573,0.9407639035218878,maize
63.0,58.0,22.0,18.25405352,55.28220433,6.204747652999999,63.72358154,0.9601547342333612,maize
70.0,47.0,17.0,24.612911800000006,70.4162444,6.600827017,104.1626147,0.9965288230294757,maize
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237000001,76.68456006,0.7931321962380468,maize
66.0,53.0,19.0,23.09348056,60.11593810000001,6.033550195,65.49730729,1.074282281451502,maize
74.0,55.0,19.0,18.05033737,62.89366992,6.28886807,84.23613484,1.1151933032686774,maize
77.0,57.0,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,1.1491031947043049,maize
99.0,50.0,15.0,18.14710054,71.09445342,5.573286437,88.07753741,1.199061254520526,maize
74.0,56.0,22.0,18.28362235,66.65952796,6.829199275,80.97573281,1.1802794310936098,maize
83.0,45.0,21.0,18.83344471,58.75082029,5.716222912,79.75328959999999,0.9898148937207718,maize
100.0,48.0,16.0,25.71895816,67.22190688,5.54990242,74.51490791,1.358685709380027,maize
79.0,51.0,16.0,25.33797709,68.49835977,6.586244581,96.46380213,1.309045562580998,maize
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,102.8301942,1.1409463674869311,maize
75.0,49.0,15.0,21.53574127,71.50905983,5.918263801,102.4852929,0.9933702270397228,maize
78.0,48.0,22.0,23.08974909,63.10459626,5.588650585,70.43473609,1.089965136508764,maize
87.0,54.0,20.0,25.61707368,63.4711755,6.576418207000001,108.8303762,1.11965243458838,maize
87.0,35.0,25.0,21.44526922,63.1621551,6.178056304,65.88951188,1.0149336568933869,maize
63.0,43.0,19.0,18.51816776,55.53128131,6.641906353,90.988051,0.9368562974806028,maize
84.0,57.0,25.0,22.53510514,67.99257471,6.489040367,64.40866039,1.0337696286273894,maize
64.0,35.0,23.0,23.02038334,61.89472002,5.680361037999999,63.03843397,0.9873592430635182,maize
60.0,46.0,22.0,24.89364635,65.61418761,6.625404347999999,87.9298085,0.8080575765766196,maize
98.0,44.0,21.0,25.77175115,74.089114,6.524478032,107.4931917,1.434993440501754,maize
75.0,56.0,18.0,19.39851734,62.35750641,5.696205468,60.95197486,0.9716746707663764,maize
86.0,55.0,21.0,21.54156232,59.64024162,6.803931519,109.7515385,1.1277938483794323,maize
98.0,35.0,18.0,23.79746068,74.82913698,6.252797547999999,91.76337172,1.361351721736967,maize
76.0,57.0,18.0,18.9802729,74.52600826,6.092725883,94.26249353,0.9369135683566044,maize
99.0,56.0,17.0,24.10859207,73.13112261,6.234330356,71.07562236,1.3127459934604129,maize
60.0,44.0,23.0,24.7947077,70.04556743,5.722579819,76.72860067,1.0307142754282428,maize
74.0,48.0,17.0,21.63162756,60.27766379,6.430616465,69.21803098,0.8792516765438771,maize
89.0,60.0,17.0,25.37548751,57.21025565,5.983952675,101.7004306,1.2084633858532303,maize
69.0,51.0,23.0,22.21738222,72.85462807,6.80163854,106.6213157,1.0159882794248425,maize
96.0,46.0,22.0,20.58314011,69.00128641,6.499936446,66.29390357,1.3381822871777311,maize
61.0,60.0,15.0,24.87502824,68.74248334,6.265564338,91.26056654,0.7863049289121917,maize
74.0,58.0,18.0,20.03728219,56.35606753,6.727303282,109.024141,0.9079543386915724,maize
74.0,43.0,23.0,25.95263264,61.89082199,6.325235159,99.57981207,1.0921941565616895,maize
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,71.3195307,0.9596984673233186,maize
99.0,36.0,20.0,20.57981887,65.34583901,6.671085817000001,78.34604471,1.3150492850345876,maize
77.0,36.0,23.0,24.71417533,56.73426469,6.648725327,88.45361858,1.1046448209496975,maize
87.0,60.0,23.0,20.27317074,63.91281869,6.439071996,62.50351892,1.1019975278421508,maize
60.0,38.0,17.0,18.41932981,64.23580251,6.474476516,76.41312437,0.9232253697161004,maize
94.0,54.0,17.0,23.39128187,61.74427165,5.871647806,107.3198135,1.269307247329868,maize
95.0,38.0,22.0,19.84939404,61.24500053,5.730617109,100.7689246,1.1785648581973631,maize
84.0,44.0,21.0,21.869274,61.91044947,5.850439831,107.2681929,1.3265774511144757,maize
77.0,58.0,19.0,22.8056033,56.50768935,5.791649933,101.5952794,1.1173832920911788,maize
66.0,44.0,20.0,19.0781471,69.02298571,6.740000687999999,80.72515943,0.8408696502797351,maize
63.0,35.0,16.0,22.02720976,65.35549924,6.272417541,83.73280082,0.9956553608633828,maize
79.0,45.0,20.0,23.80546189,59.24537979,5.715208817000001,89.96220140000001,0.992531832977268,maize
72.0,60.0,25.0,18.52510753,69.0276233,5.773454729,88.10234397,1.0987084603742452,maize
67.0,51.0,24.0,23.50297882,61.32026065,5.584171461,64.77791424,1.0858595579007404,maize
86.0,36.0,24.0,26.54986394,72.89187265,5.787268394,73.33636055,1.077931768164829,maize
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,1.1563376129244325,maize
75.0,53.0,18.0,20.68899915,59.4375337,6.864793607,103.651438,1.0912780926936498,maize
81.0,45.0,23.0,19.32666088,68.03449300000001,6.192360002999999,84.22969177,1.192206015999449,maize
73.0,45.0,21.0,24.60532218,73.58868502,6.636803222999999,96.59195302,1.2196792982653948,maize
71.0,35.0,24.0,22.27373646,59.52193158,5.826426917,67.96704792,0.9854611883997128,maize
96.0,54.0,22.0,25.70196694,61.33450447,6.960358276,83.20711308,1.184626383564251,maize
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,87.85092352,1.2010485570374476,maize
62.0,48.0,20.0,21.70181447,60.47470519,6.708446922,95.71388473,0.8384189715034561,maize
86.0,37.0,16.0,20.51716779,59.21235483,5.561510732,67.61013737,1.1522898290585897,maize
94.0,50.0,19.0,23.30355338,73.62548442,5.873242491,97.59081274,1.2741151974816645,maize
76.0,39.0,24.0,24.2547451,55.64709899,6.995843776,64.23845455,1.087669079933002,maize
77.0,52.0,17.0,24.86374934,65.7420046,5.714799723,75.82270467,1.1527183249036024,maize
74.0,39.0,23.0,22.6265115,65.77472881,6.78073637,88.17251033,1.0413001891877909,maize
81.0,49.0,20.0,18.04185513,60.61494304,5.513697923,104.2321615,1.2553534077157318,maize
63.0,42.0,21.0,23.26237612,72.33125523,5.798423907999999,67.10225139,0.9035343166762044,maize
99.0,38.0,21.0,22.88330922,71.59722446,6.352471866,67.72777298,1.562016916658962,maize
90.0,52.0,25.0,25.97482359,69.36385721,6.822586546,103.2234212,1.2625667347765006,maize
68.0,40.0,19.0,26.14384005,66.20569924,6.655426355,107.2361366,0.8942842443583718,maize
60.0,57.0,24.0,18.66116213,61.55327249,6.1212940410000005,75.03247667,0.7929107501938888,maize
71.0,52.0,18.0,25.10787449,55.97732754,5.790770202999999,78.16077693,1.0582472415243185,maize
61.0,59.0,17.0,23.33844615,59.24580604,6.47444292,105.0083144,0.887653721467415,maize
88.0,38.0,15.0,25.08239719,65.92195844,6.455116637000001,62.49190812,1.2514000494092092,maize
65.0,60.0,22.0,25.36768364,72.52054555,6.6069840860000015,107.9124111,0.9973237624573544,maize
78.0,37.0,22.0,25.34217103,63.31801994,6.330554389,74.52082026,1.0727171087343128,maize
78.0,58.0,15.0,25.00933355,67.816568,6.5286312660000005,62.91359494,0.9953206281931596,maize
92.0,60.0,23.0,18.66746724,71.516474,5.721667141,69.93293255,1.0685152775314135,maize
79.0,59.0,17.0,20.37999665,63.73849998,6.644205485,108.5054416,1.045348504793298,maize
91.0,55.0,15.0,18.09300227,72.61024172,6.376651091,78.96159541,1.2956398794323474,maize
76.0,51.0,18.0,26.16985907,71.96246617,6.247040422,79.84925393,1.0814093744130204,maize
87.0,48.0,25.0,18.65396672,61.37879671,6.656730007999999,93.62039175,1.0454261221288013,maize
71.0,60.0,22.0,26.07470121,59.37147589,6.2048017,85.75692395,1.0273180925851182,maize
90.0,57.0,24.0,18.92851916,72.80086137,6.158860284,82.34162918,1.2385317379728835,maize
67.0,35.0,22.0,23.30546753,63.24648023,6.385684213999999,108.7603001,0.8816142563798868,maize
60.0,54.0,19.0,18.74826712,62.49878458,6.417820493,70.23401597,0.9153725105945528,maize
83.0,58.0,23.0,19.74213321,59.66263104,6.381201909,65.50861389,1.1358208718446,maize
83.0,57.0,19.0,25.73044432,70.74739256,6.877869005,98.73771338,1.0157029702169376,maize
40.0,72.0,77.0,17.02498456,16.98861173,7.485996067,88.55123143,0.7357787360348284,chickpea
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,0.5860784526368235,chickpea
39.0,58.0,85.0,17.88776475,15.40589717,5.9969320370000005,68.54932919,0.7983051243175276,chickpea
22.0,72.0,85.0,18.86805647,15.65809214,6.391173589,88.51048983,0.6253802052034902,chickpea
36.0,67.0,77.0,18.36952567,19.56381041,7.152811172000001,79.26357665,0.5222330632042909,chickpea
32.0,73.0,81.0,20.45078582,15.40312102,5.988992796000002,92.68373702,0.5262174960084878,chickpea
58.0,70.0,84.0,20.6543203,16.60820843,6.231049027999999,74.6631118,0.931503526720866,chickpea
59.0,70.0,84.0,17.3348681,18.74926979,7.550808267000001,82.61734721,0.9413785950912208,chickpea
42.0,62.0,75.0,18.17912258,18.90426935,7.010570541,81.84997529,0.7715047686306047,chickpea
28.0,74.0,81.0,18.01272266,18.30968112,8.753795334,81.98568791,0.9652731490654722,chickpea
58.0,66.0,79.0,20.99373558,19.33470387,8.718192847000001,93.55280105,0.9370890510693166,chickpea
43.0,66.0,79.0,19.46233971,15.22538951,7.976607593,74.58565097,0.8435565640180599,chickpea
58.0,63.0,81.0,19.81344531,14.69765308,6.515499548999999,78.96514709,0.9754001763493202,chickpea
23.0,62.0,85.0,18.97424756,19.5161216,8.490127142,80.7108745,0.5951391251305798,chickpea
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,0.5384730755359655,chickpea
28.0,72.0,84.0,18.72963144,19.18197264,6.481783042999999,71.58010169,0.6558969220493267,chickpea
50.0,56.0,76.0,20.99502153,19.8601304,7.966605025,73.50734019,0.7227174785462428,chickpea
39.0,71.0,84.0,20.28155898,16.39535215,8.140825437,82.52339655,0.6663181393259991,chickpea
25.0,78.0,76.0,17.48042641,15.7559405,7.228963452,66.96980581,0.5014636452170896,chickpea
31.0,70.0,77.0,20.88818675,14.32313811,6.492546046,90.46228334,0.6181874139386323,chickpea
26.0,80.0,83.0,17.08498521,16.14565756,7.528599957000001,71.31007253,0.7914658566673509,chickpea
25.0,68.0,77.0,20.09340593,15.11279612,7.701446446,85.74904898,0.3632734807408251,chickpea
31.0,78.0,76.0,17.57212145,14.99927489,8.519975748,89.31050665,0.6786260190374513,chickpea
60.0,68.0,83.0,19.12065218,18.43475844,6.620900869,85.52950164,0.7387284128810347,chickpea
59.0,62.0,83.0,18.57665902,19.22008229,8.104396057999999,72.94940441,0.8428068134210567,chickpea
22.0,67.0,78.0,17.16606398,14.42457525,6.204090835,72.32667516,0.6288950596967366,chickpea
36.0,65.0,80.0,18.2872007,16.67921616,6.051091339,74.87445574,0.6664280019095463,chickpea
59.0,60.0,84.0,19.03025305,18.66725565,7.690962337999999,94.70992037,0.7822255222070693,chickpea
54.0,77.0,85.0,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,0.7684696290740032,chickpea
43.0,68.0,81.0,17.47809436,17.93253975,6.761599706,78.92060234,0.7979597748934676,chickpea
28.0,76.0,82.0,20.56601874,14.25803981,6.654425315,83.75937135,0.5069633368282863,chickpea
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,76.57580954,0.7416458589581975,chickpea
32.0,60.0,83.0,19.69141713,19.44225438,8.829273328,91.76071648,0.6245571839903814,chickpea
22.0,78.0,76.0,17.84851658,19.09172907,8.621662982,76.32470713,0.4548399652394183,chickpea
31.0,79.0,75.0,18.8202251,16.1074793,8.204862075,89.73119396,0.8243944089325326,chickpea
28.0,58.0,81.0,17.47500984,16.54314829,6.18042747,93.35034262,0.6433919022318011,chickpea
57.0,58.0,77.0,18.72649425,17.58406365,7.978996755,81.20176515,0.6674857413342392,chickpea
49.0,55.0,78.0,18.65580107,16.17772668,7.863113671,81.70769297,0.8086454314769427,chickpea
46.0,76.0,77.0,18.2356751,19.68538502,6.967843048,83.74879344,0.6938213535231612,chickpea
54.0,61.0,77.0,18.81198127,15.21618225,6.206582192999999,77.54294240000002,0.9252433334796224,chickpea
38.0,60.0,76.0,18.65054116,17.80852431,8.868741443,77.92798682,0.6007479261567299,chickpea
59.0,55.0,79.0,20.36720401,16.89574311,8.766128654,82.2545577,0.8785263558533101,chickpea
36.0,76.0,75.0,18.38120357,16.63805158,8.736337905,70.52056697,0.7104987278980457,chickpea
57.0,68.0,81.0,17.17012591,17.30457712,8.081095263,72.78624223,0.956575519417012,chickpea
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,85.24819851,0.5299703592944223,chickpea
35.0,64.0,78.0,17.92845928,14.27327988,7.496645259,85.37378769,0.6165498764159052,chickpea
52.0,60.0,79.0,19.45339934,18.23490739,8.380185271,75.6317566,0.7725054688839044,chickpea
27.0,76.0,83.0,19.12829388,14.92241479,6.289614016,89.61857826,0.5046670767426288,chickpea
57.0,60.0,84.0,19.1034283,17.26184541,6.586777189,75.49101167,1.0465454240281096,chickpea
52.0,68.0,78.0,17.48504075,16.96070581,6.89655198,86.05078037,0.8604981710960955,chickpea
43.0,79.0,79.0,19.40751744,18.98030507,7.8067476560000015,80.25064637,0.6039116045664954,chickpea
44.0,74.0,85.0,20.18649426,19.63719995,7.150681303,78.26039559,0.8317861947054777,chickpea
24.0,55.0,78.0,17.30287885,15.15405941,6.64919573,75.57790384,0.7522156197012633,chickpea
29.0,77.0,75.0,17.50361137,15.48083156,7.778591617999999,72.9446671,0.6932465260551146,chickpea
20.0,60.0,78.0,18.17234999,14.70085967,6.358740355,90.7760707,0.3480630034045986,chickpea
56.0,67.0,78.0,17.57445618,16.71826572,8.255450758,77.81891424,0.8115765927133749,chickpea
37.0,66.0,85.0,20.93175255,18.91295403,6.456148474,78.06910795,0.7966911149186623,chickpea
49.0,71.0,76.0,19.71098332,17.63879418,6.613072145,85.57925437,0.7192330534381219,chickpea
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,69.40619137,0.9343819428146228,chickpea
20.0,79.0,77.0,18.54988627,16.02542689,7.64867466,76.32565249,0.5774634053429337,chickpea
24.0,56.0,85.0,18.19903647,17.41333199,6.545888558,80.6405403,0.4473069528421917,chickpea
51.0,72.0,75.0,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,0.80404746439382,chickpea
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,0.5458732659930927,chickpea
22.0,64.0,82.0,19.48974337,17.17260319,6.4740245000000005,87.51312796,0.417561235866571,chickpea
52.0,73.0,79.0,17.25769499,18.74943955,7.840339388999999,94.00287214,0.794743184860684,chickpea
29.0,75.0,75.0,19.62416326,18.71483156,7.064790365,88.4585692,0.465221681803515,chickpea
44.0,59.0,78.0,20.67526473,19.85388984,7.599033472,84.78344008,0.9032411303931636,chickpea
41.0,69.0,82.0,20.02381489,16.63294455,6.715587232000001,68.97806542,0.5669858622039367,chickpea
52.0,56.0,85.0,20.118744600000007,14.44228303,6.81712422,88.68168643,0.7759955513303016,chickpea
34.0,76.0,80.0,20.65691793,15.84572566,7.985417393,65.23811143,0.6530740577286092,chickpea
42.0,74.0,83.0,19.2582557,14.2804191,7.545258424,65.78042032,0.8641273289066116,chickpea
34.0,71.0,79.0,17.927806,15.85622899,7.728998197,74.63872762,0.496413784882056,chickpea
27.0,73.0,79.0,19.16288268,15.83500655,7.354973451,82.69766829,0.6863163752154959,chickpea
30.0,70.0,79.0,20.26942271,19.96978871,7.313122235,69.64449182,0.6010233061019588,chickpea
57.0,57.0,75.0,17.09104223,18.25142068,7.785039076,87.27444866,0.7718491348952048,chickpea
27.0,79.0,82.0,17.06579293,17.54024066,6.307004922999999,70.87150577,0.6162103474263271,chickpea
32.0,71.0,85.0,20.62767492,14.44008871,6.4039823160000005,92.06630306,0.639905969557347,chickpea
31.0,76.0,82.0,20.8248451,17.85057083,7.599279991,79.20509212,0.5499783122841205,chickpea
33.0,75.0,84.0,19.46210401,18.72831993,7.217018459,68.81405149,0.6369802084990019,chickpea
47.0,80.0,77.0,17.18248372,16.42891834,7.561108006,72.85017344,0.731468640313824,chickpea
54.0,62.0,80.0,17.48911699,16.39055394,7.489545074,79.45758333,0.8513517345251248,chickpea
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,65.11365631,0.8362130674521047,chickpea
35.0,57.0,83.0,19.48316794,17.44534641,7.476800943,80.4986291,0.8086016816145352,chickpea
